Date,Open,High,Low,Close,Volume
2009-12-31 00:00:00,21646.5,21920.5,21594.5,21920.5,0
2010-01-01 00:00:00,21920.5,21920.5,21920.5,21920.5,0
2010-01-04 00:00:00,21920.5,22047.5,21708.5,21807.5,0
2010-01-05 00:00:00,22086.5,22319.5,21986.5,22250.5,0
2010-01-06 00:00:00,22282.5,22547.5,22273.5,22425.5,0
2010-01-07 00:00:00,22534.5,22534.5,22189.5,22291.5,0
2010-01-08 00:00:00,22280.5,22476.5,22244.5,22305.5,0
2010-01-11 00:00:00,22309.5,22706.5,22309.5,22492.5,0
2010-01-12 00:00:00,22504.5,22514.5,22205.5,22245.5,0
2010-01-13 00:00:00,22050.5,22075.5,21681.5,21787.5,0
2010-01-14 00:00:00,21875.5,21988.5,21622.5,21657.5,0
2010-01-15 00:00:00,21756.5,21782.5,21548.5,21564.5,0
2010-01-18 00:00:00,21383.5,21645.5,21305.5,21516.5,0
2010-01-19 00:00:00,21586.5,21659.5,21314.5,21627.5,0
2010-01-20 00:00:00,21616.5,21636.5,21142.5,21190.5,0
2010-01-21 00:00:00,20740.5,20740.5,20740.5,20740.5,0
2010-01-22 00:00:00,20482.5,20725.5,20211.5,20663.5,0
2010-01-25 00:00:00,20661.5,20661.5,20387.5,20587.5,0
2010-01-26 00:00:00,20595.5,20595.5,20021.5,20099.5,0
2010-01-27 00:00:00,20096.5,20324.5,19906.5,19974.5,0
2010-01-28 00:00:00,20162.5,20386.5,20147.5,20239.5,0
2010-01-29 00:00:00,19915.5,20302.5,19874.5,20185.5,0
2010-01-31 00:00:00,20187.5,20187.5,20187.5,20187.5,0
2010-02-01 00:00:00,19939.5,20201.5,19797.5,20169.5,0
2010-02-02 00:00:00,20338.5,20494.5,20142.5,20170.5,0
2010-02-03 00:00:00,20449.5,20744.5,20273.5,20614.5,0
2010-02-04 00:00:00,20450.5,20508.5,20276.5,20344.5,0
2010-02-05 00:00:00,19537.5,19537.5,19537.5,19537.5,0
2010-02-08 00:00:00,19660.5,19663.5,19381.5,19518.5,0
2010-02-09 00:00:00,19446.5,19830.5,19429.5,19732.5,0
2010-02-10 00:00:00,19853.5,19962.5,19640.5,19962.5,0
2010-02-11 00:00:00,20020.5,20322.5,20009.5,20217.5,0
2010-02-12 00:00:00,20198.5,20421.5,20173.5,20327.5,0
2010-02-15 00:00:00,20337.5,20337.5,20337.5,20337.5,0
2010-02-17 00:00:00,20590.5,20741.5,20443.5,20577.5,0
2010-02-18 00:00:00,20521.5,20573.5,20334.5,20334.5,0
2010-02-19 00:00:00,20311.5,20311.5,19819.5,19884.5,0
2010-02-22 00:00:00,20421.5,20469.5,20306.5,20384.5,0
2010-02-23 00:00:00,20397.5,20743.5,20092.5,20642.5,0
2010-02-24 00:00:00,20323.5,20609.5,20323.5,20459.5,0
2010-02-25 00:00:00,20532.5,20607.5,20172.5,20338.5,0
2010-02-26 00:00:00,20451.5,20673.5,20451.5,20543.5,0
2010-03-01 00:00:00,20756.5,21011.5,20756.5,20975.5,0
2010-03-02 00:00:00,20876.5,20953.5,20816.5,20921.5,0
2010-03-03 00:00:00,21025.5,21048.5,20808.5,20884.5,0
2010-03-04 00:00:00,20930.5,20995.5,20549.5,20616.5,0
2010-03-05 00:00:00,20839.5,20865.5,20619.5,20715.5,0
2010-03-08 00:00:00,21124.5,21241.5,21065.5,21141.5,0
2010-03-09 00:00:00,21120.5,21260.5,21081.5,21221.5,0
2010-03-10 00:00:00,21258.5,21305.5,21125.5,21192.5,0
2010-03-11 00:00:00,21311.5,21320.5,20995.5,21144.5,0
2010-03-12 00:00:00,21234.5,21244.5,21086.5,21181.5,0
2010-03-15 00:00:00,21070.5,21096.5,20847.5,21091.5,0
2010-03-16 00:00:00,21121.5,21227.5,20955.5,21037.5,0
2010-03-17 00:00:00,21221.5,21465.5,21151.5,21396.5,0
2010-03-18 00:00:00,21451.5,21451.5,21277.5,21277.5,0
2010-03-19 00:00:00,21353.5,21376.5,21275.5,21324.5,0
2010-03-22 00:00:00,20897.5,20902.5,20859.5,20859.5,0
2010-03-23 00:00:00,21060.5,21218.5,20936.5,21000.5,0
2010-03-24 00:00:00,21177.5,21241.5,20963.5,21033.5,0
2010-03-25 00:00:00,20823.5,20844.5,20619.5,20746.5,0
2010-03-26 00:00:00,20756.5,21160.5,20581.5,21096.5,0
2010-03-29 00:00:00,21084.5,21308.5,21084.5,21212.5,0
2010-03-30 00:00:00,21241.5,21459.5,21177.5,21391.5,0
2010-03-31 00:00:00,21346.5,21428.5,21223.5,21256.5,0
2010-04-01 00:00:00,21368.5,21571.5,21362.5,21537.5,0
2010-04-05 00:00:00,21528.5,21528.5,21528.5,21528.5,0
2010-04-07 00:00:00,21785.5,21934.5,21724.5,21864.5,0
2010-04-08 00:00:00,21809.5,21961.5,21799.5,21893.5,0
2010-04-09 00:00:00,21998.5,22285.5,21972.5,22285.5,0
2010-04-12 00:00:00,22408.5,22408.5,22141.5,22141.5,0
2010-04-13 00:00:00,22159.5,22315.5,22037.5,22148.5,0
2010-04-14 00:00:00,22244.5,22244.5,22073.5,22112.5,0
2010-04-15 00:00:00,22314.5,22356.5,22100.5,22175.5,0
2010-04-16 00:00:00,21997.5,22139.5,21795.5,21898.5,0
2010-04-19 00:00:00,21554.5,21630.5,21313.5,21452.5,0
2010-04-20 00:00:00,21527.5,21630.5,21495.5,21630.5,0
2010-04-21 00:00:00,21706.5,21764.5,21413.5,21413.5,0
2010-04-22 00:00:00,21289.5,21497.5,21190.5,21497.5,0
2010-04-23 00:00:00,21408.5,21446.5,21232.5,21263.5,0
2010-04-26 00:00:00,21458.5,21648.5,21446.5,21511.5,0
2010-04-27 00:00:00,21323.5,21384.5,21213.5,21261.5,0
2010-04-28 00:00:00,20801.5,21034.5,20801.5,20899.5,0
2010-04-29 00:00:00,20683.5,20745.5,20468.5,20501.5,0
2010-04-30 00:00:00,20671.5,20894.5,20613.5,20894.5,0
2010-05-03 00:00:00,20573.5,20641.5,20543.5,20579.5,0
2010-05-04 00:00:00,20732.5,20765.5,20482.5,20513.5,0
2010-05-05 00:00:00,20124.5,20271.5,20047.5,20115.5,0
2010-05-06 00:00:00,19928.5,20105.5,19684.5,20007.5,0
2010-05-07 00:00:00,19438.5,19854.5,19438.5,19702.5,0
2010-05-10 00:00:00,19856.5,20298.5,19836.5,20199.5,0
2010-05-11 00:00:00,20173.5,20205.5,19792.5,19955.5,0
2010-05-12 00:00:00,19928.5,20144.5,19824.5,20144.5,0
2010-05-13 00:00:00,20246.5,20371.5,20093.5,20210.5,0
2010-05-14 00:00:00,20087.5,20204.5,19903.5,19933.5,0
2010-05-17 00:00:00,19707.5,19710.5,19426.5,19631.5,0
2010-05-18 00:00:00,19648.5,19879.5,19537.5,19826.5,0
2010-05-19 00:00:00,19491.5,19718.5,19364.5,19364.5,0
2010-05-20 00:00:00,19481.5,19690.5,19210.5,19455.5,0
2010-05-24 00:00:00,19347.5,19713.5,19347.5,19535.5,0
2010-05-25 00:00:00,19237.5,19273.5,18923.5,18923.5,0
2010-05-26 00:00:00,19193.5,19196.5,18986.5,19134.5,0
2010-05-27 00:00:00,19013.5,19539.5,18959.5,19417.5,0
2010-05-28 00:00:00,19679.5,19891.5,19654.5,19707.5,0
2010-05-31 00:00:00,19705.5,19790.5,19580.5,19712.5,0
2010-06-01 00:00:00,19556.5,19769.5,19430.5,19461.5,0
2010-06-02 00:00:00,19580.5,19675.5,19345.5,19485.5,0
2010-06-03 00:00:00,19798.5,19840.5,19715.5,19777.5,0
2010-06-04 00:00:00,19759.5,19821.5,19640.5,19788.5,0
2010-06-07 00:00:00,19065.5,19354.5,19065.5,19322.5,0
2010-06-08 00:00:00,19487.5,19507.5,19309.5,19507.5,0
2010-06-09 00:00:00,19512.5,19812.5,19357.5,19566.5,0
2010-06-10 00:00:00,19494.5,19723.5,19465.5,19658.5,0
2010-06-11 00:00:00,20006.5,20011.5,19825.5,19855.5,0
2010-06-14 00:00:00,20087.5,20120.5,20023.5,20094.5,0
2010-06-15 00:00:00,19984.5,20158.5,19968.5,20130.5,0
2010-06-17 00:00:00,20195.5,20214.5,20079.5,20168.5,0
2010-06-18 00:00:00,20171.5,20380.5,20132.5,20380.5,0
2010-06-21 00:00:00,20472.5,20973.5,20470.5,20942.5,0
2010-06-22 00:00:00,20933.5,20992.5,20828.5,20864.5,0
2010-06-23 00:00:00,20781.5,20933.5,20710.5,20933.5,0
2010-06-24 00:00:00,20862.5,20935.5,20731.5,20731.5,0
2010-06-25 00:00:00,20644.5,20796.5,20588.5,20736.5,0
2010-06-28 00:00:00,20720.5,20892.5,20709.5,20749.5,0
2010-06-29 00:00:00,20732.5,20756.5,20424.5,20424.5,0
2010-06-30 00:00:00,20038.5,20164.5,19996.5,20091.5,0
2010-07-01 00:00:00,20079.5,20079.5,20079.5,20079.5,0
2010-07-02 00:00:00,19991.5,20191.5,19745.5,19865.5,0
2010-07-04 00:00:00,19872.5,19872.5,19872.5,19872.5,0
2010-07-05 00:00:00,19872.5,19919.5,19757.5,19795.5,0
2010-07-06 00:00:00,19721.5,20059.5,19700.5,20027.5,0
2010-07-07 00:00:00,19903.5,19923.5,19737.5,19768.5,0
2010-07-08 00:00:00,20127.5,20212.5,19955.5,20018.5,0
2010-07-09 00:00:00,20056.5,20433.5,20047.5,20397.5,0
2010-07-11 00:00:00,20397.5,20397.5,20397.5,20397.5,0
2010-07-12 00:00:00,20477.5,20550.5,20351.5,20513.5,0
2010-07-13 00:00:00,20449.5,20525.5,20372.5,20435.5,0
2010-07-14 00:00:00,20768.5,20771.5,20535.5,20569.5,0
2010-07-15 00:00:00,20507.5,20702.5,20178.5,20178.5,0
2010-07-16 00:00:00,20214.5,20297.5,20140.5,20205.5,0
2010-07-18 00:00:00,20184.5,20184.5,20184.5,20184.5,0
2010-07-19 00:00:00,19986.5,20111.5,19937.5,20009.5,0
2010-07-20 00:00:00,20067.5,20431.5,20015.5,20206.5,0
2010-07-21 00:00:00,20325.5,20537.5,20308.5,20537.5,0
2010-07-22 00:00:00,20448.5,20621.5,20380.5,20590.5,0
2010-07-23 00:00:00,20859.5,20918.5,20720.5,20918.5,0
2010-07-25 00:00:00,20918.5,20918.5,20918.5,20918.5,0
2010-07-26 00:00:00,21030.5,21030.5,20832.5,20832.5,0
2010-07-27 00:00:00,20903.5,21035.5,20824.5,20968.5,0
2010-07-30 00:00:00,20991.5,21085.5,20917.5,20954.5,0
2010-08-01 00:00:00,20972.5,20972.5,20972.5,20972.5,0
2010-08-02 00:00:00,21213.5,21462.5,21212.5,21395.5,0
2010-08-03 00:00:00,21596.5,21596.5,21419.5,21456.5,0
2010-08-04 00:00:00,21525.5,21649.5,21436.5,21514.5,0
2010-08-05 00:00:00,21574.5,21627.5,21451.5,21558.5,0
2010-08-06 00:00:00,21572.5,21757.5,21470.5,21654.5,0
2010-08-08 00:00:00,21628.5,21628.5,21628.5,21628.5,0
2010-08-09 00:00:00,21626.5,21796.5,21607.5,21796.5,0
2010-08-10 00:00:00,21725.5,21743.5,21445.5,21478.5,0
2010-08-11 00:00:00,21433.5,21660.5,21211.5,21283.5,0
2010-08-12 00:00:00,21034.5,21077.5,20861.5,20992.5,0
2010-08-13 00:00:00,21091.5,21145.5,20943.5,21013.5,0
2010-08-15 00:00:00,21030.5,21030.5,21030.5,21030.5,0
2010-08-16 00:00:00,20866.5,21191.5,20851.5,20983.5,0
2010-08-17 00:00:00,21070.5,21123.5,20949.5,21123.5,0
2010-08-18 00:00:00,21132.5,21257.5,20932.5,20964.5,0
2010-08-19 00:00:00,21078.5,21290.5,20979.5,21029.5,0
2010-08-20 00:00:00,20899.5,20966.5,20810.5,20933.5,0
2010-08-22 00:00:00,20954.5,20954.5,20954.5,20954.5,0
2010-08-23 00:00:00,20906.5,21030.5,20821.5,20886.5,0
2010-08-24 00:00:00,20732.5,20911.5,20574.5,20574.5,0
2010-08-25 00:00:00,20575.5,20641.5,20464.5,20640.5,0
2010-08-26 00:00:00,20639.5,20639.5,20545.5,20618.5,0
2010-08-27 00:00:00,20513.5,20677.5,20485.5,20542.5,0
2010-08-29 00:00:00,20447.5,20447.5,20447.5,20447.5,0
2010-08-30 00:00:00,20760.5,20762.5,20551.5,20645.5,0
2010-08-31 00:00:00,20390.5,20484.5,20237.5,20338.5,0
2010-09-01 00:00:00,20463.5,20539.5,20394.5,20496.5,0
2010-09-02 00:00:00,20744.5,20868.5,20729.5,20814.5,0
2010-09-03 00:00:00,20842.5,20993.5,20785.5,20993.5,0
2010-09-05 00:00:00,20993.5,20993.5,20993.5,20993.5,0
2010-09-06 00:00:00,21128.5,21361.5,21085.5,21329.5,0
2010-09-07 00:00:00,21339.5,21407.5,21281.5,21374.5,0
2010-09-08 00:00:00,21195.5,21217.5,21030.5,21030.5,0
2010-09-09 00:00:00,21111.5,21267.5,21109.5,21200.5,0
2010-09-10 00:00:00,21311.5,21351.5,21086.5,21214.5,0
2010-09-12 00:00:00,21199.5,21199.5,21199.5,21199.5,0
2010-09-13 00:00:00,21384.5,21744.5,21382.5,21706.5,0
2010-09-14 00:00:00,21697.5,21796.5,21682.5,21692.5,0
2010-09-15 00:00:00,21796.5,21808.5,21655.5,21758.5,0
2010-09-16 00:00:00,21781.5,21781.5,21536.5,21716.5,0
2010-09-17 00:00:00,21739.5,22014.5,21716.5,21981.5,0
2010-09-20 00:00:00,21914.5,22035.5,21907.5,21968.5,0
2010-09-21 00:00:00,22106.5,22123.5,21969.5,22068.5,0
2010-09-22 00:00:00,22128.5,22253.5,21999.5,21999.5,0
2010-09-24 00:00:00,22011.5,22212.5,21985.5,22212.5,0
2010-09-27 00:00:00,22347.5,22431.5,22329.5,22362.5,0
2010-09-28 00:00:00,22354.5,22397.5,22091.5,22126.5,0
2010-09-29 00:00:00,22262.5,22471.5,22258.5,22366.5,0
2010-09-30 00:00:00,22318.5,22393.5,22216.5,22340.5,0
2010-10-04 00:00:00,22487.5,22733.5,22484.5,22625.5,0
2010-10-05 00:00:00,22558.5,22715.5,22519.5,22715.5,0
2010-10-06 00:00:00,22931.5,23015.5,22886.5,22923.5,0
2010-10-07 00:00:00,22955.5,22987.5,22851.5,22959.5,0
2010-10-08 00:00:00,22899.5,23101.5,22891.5,22920.5,0
2010-10-11 00:00:00,23167.5,23322.5,23162.5,23288.5,0
2010-10-12 00:00:00,23190.5,23255.5,23081.5,23119.5,0
2010-10-13 00:00:00,23327.5,23597.5,23066.5,23597.5,0
2010-10-14 00:00:00,23717.5,23896.5,23636.5,23861.5,0
2010-10-15 00:00:00,23783.5,23869.5,23682.5,23754.5,0
2010-10-18 00:00:00,23693.5,23727.5,23454.5,23454.5,0
2010-10-19 00:00:00,23592.5,23817.5,23568.5,23817.5,0
2010-10-20 00:00:00,23544.5,23711.5,23352.5,23566.5,0
2010-10-21 00:00:00,23677.5,23765.5,23464.5,23685.5,0
2010-10-22 00:00:00,23654.5,23688.5,23480.5,23480.5,0
2010-10-25 00:00:00,23570.5,23823.5,23545.5,23708.5,0
2010-10-26 00:00:00,23619.5,23675.5,23543.5,23576.5,0
2010-10-27 00:00:00,23586.5,23700.5,23077.5,23077.5,0
2010-10-28 00:00:00,23192.5,23241.5,23094.5,23129.5,0
2010-10-29 00:00:00,23094.5,23177.5,22812.5,22989.5,0
2010-11-01 00:00:00,23266.5,23649.5,23263.5,23649.5,0
2010-11-02 00:00:00,23542.5,23675.5,23495.5,23675.5,0
2010-11-03 00:00:00,23721.5,24138.5,23618.5,24062.5,0
2010-11-04 00:00:00,24338.5,24549.5,24284.5,24549.5,0
2010-11-05 00:00:00,24811.5,24877.5,24684.5,24798.5,0
2010-11-08 00:00:00,24782.5,24943.5,24701.5,24904.5,0
2010-11-09 00:00:00,24808.5,24909.5,24637.5,24710.5,0
2010-11-10 00:00:00,24584.5,24695.5,24398.5,24418.5,0
2010-11-11 00:00:00,24515.5,24848.5,24460.5,24680.5,0
2010-11-12 00:00:00,24453.5,24562.5,24160.5,24198.5,0
2010-11-15 00:00:00,24331.5,24385.5,23933.5,23933.5,0
2010-11-16 00:00:00,23928.5,24034.5,23517.5,23594.5,0
2010-11-17 00:00:00,23434.5,23593.5,23144.5,23214.5,0
2010-11-18 00:00:00,23384.5,23633.5,23293.5,23556.5,0
2010-11-19 00:00:00,23623.5,23677.5,23220.5,23636.5,0
2010-11-22 00:00:00,23458.5,23652.5,23418.5,23571.5,0
2010-11-23 00:00:00,23314.5,23352.5,22854.5,22925.5,0
2010-11-24 00:00:00,23097.5,23202.5,22929.5,22929.5,0
2010-11-25 00:00:00,23153.5,23292.5,22996.5,23032.5,0
2010-11-26 00:00:00,22991.5,23110.5,22768.5,22876.5,0
2010-11-29 00:00:00,22819.5,23230.5,22757.5,23230.5,0
2010-11-30 00:00:00,23058.5,23193.5,22820.5,23008.5,0
2010-12-01 00:00:00,22990.5,23359.5,22823.5,23254.5,0
2010-12-02 00:00:00,23575.5,23596.5,23376.5,23376.5,0
2010-12-03 00:00:00,23475.5,23537.5,23269.5,23269.5,0
2010-12-06 00:00:00,23447.5,23627.5,23162.5,23162.5,0
2010-12-07 00:00:00,23135.5,23500.5,23076.5,23454.5,0
2010-12-08 00:00:00,23382.5,23390.5,22969.5,23075.5,0
2010-12-09 00:00:00,23217.5,23260.5,23065.5,23141.5,0
2010-12-10 00:00:00,23033.5,23220.5,22938.5,23176.5,0
2010-12-12 00:00:00,23191.5,23191.5,23191.5,23191.5,0
2010-12-13 00:00:00,23330.5,23544.5,23231.5,23332.5,0
2010-12-14 00:00:00,23409.5,23421.5,23315.5,23378.5,0
2010-12-15 00:00:00,23333.5,23361.5,22838.5,22939.5,0
2010-12-16 00:00:00,22961.5,23004.5,22529.5,22529.5,0
2010-12-17 00:00:00,22644.5,22737.5,22490.5,22699.5,0
2010-12-20 00:00:00,22671.5,22737.5,22380.5,22702.5,0
2010-12-21 00:00:00,22757.5,23061.5,22692.5,22985.5,0
2010-12-22 00:00:00,23037.5,23198.5,23001.5,23071.5,0
2010-12-23 00:00:00,23098.5,23173.5,22845.5,22880.5,0
2010-12-24 00:00:00,22865.5,22925.5,22742.5,22785.5,0
2010-12-28 00:00:00,22674.5,22685.5,22385.5,22611.5,0
2010-12-29 00:00:00,22697.5,23005.5,22644.5,23005.5,0
2010-12-30 00:00:00,22938.5,23164.5,22886.5,23018.5,0
2010-12-31 00:00:00,23074.5,23143.5,23014.5,23014.5,0
2011-01-03 00:00:00,23180.5,23463.5,23063.5,23390.5,0
2011-01-04 00:00:00,23386.5,23680.5,23386.5,23678.5,0
2011-01-05 00:00:00,23603.5,23793.5,23579.5,23755.5,0
2011-01-06 00:00:00,23835.5,23843.5,23722.5,23794.5,0
2011-01-07 00:00:00,23791.5,23918.5,23674.5,23710.5,0
2011-01-10 00:00:00,23671.5,23812.5,23489.5,23529.5,0
2011-01-11 00:00:00,23589.5,23893.5,23522.5,23779.5,0
2011-01-12 00:00:00,23839.5,24219.5,23814.5,24219.5,0
2011-01-13 00:00:00,24327.5,24381.5,24236.5,24267.5,0
2011-01-14 00:00:00,24283.5,24351.5,24199.5,24351.5,0
2011-01-17 00:00:00,24373.5,24392.5,24097.5,24211.5,0
2011-01-18 00:00:00,24194.5,24415.5,24091.5,24204.5,0
2011-01-19 00:00:00,24344.5,24460.5,24266.5,24384.5,0
2011-01-20 00:00:00,24254.5,24254.5,23966.5,24006.5,0
2011-01-21 00:00:00,24011.5,24153.5,23839.5,23876.5,0
2011-01-23 00:00:00,23871.5,23871.5,23871.5,23871.5,0
2011-01-24 00:00:00,24028.5,24028.5,23768.5,23840.5,0
2011-01-25 00:00:00,23925.5,24020.5,23776.5,23776.5,0
2011-01-26 00:00:00,23814.5,24011.5,23656.5,23865.5,0
2011-01-27 00:00:00,23778.5,24039.5,23727.5,23792.5,0
2011-01-28 00:00:00,23809.5,23809.5,23567.5,23600.5,0
2011-01-31 00:00:00,23276.5,23536.5,23259.5,23392.5,0
2011-02-01 00:00:00,23454.5,23533.5,23406.5,23454.5,0
2011-02-02 00:00:00,23645.5,23956.5,23645.5,23956.5,0
2011-02-04 00:00:00,23952.5,23952.5,23952.5,23952.5,0
2011-02-07 00:00:00,24008.5,24016.5,23467.5,23503.5,0
2011-02-08 00:00:00,23602.5,23622.5,23368.5,23398.5,0
2011-02-09 00:00:00,23451.5,23566.5,23070.5,23105.5,0
2011-02-10 00:00:00,23069.5,23069.5,22633.5,22703.5,0
2011-02-11 00:00:00,22690.5,22826.5,22417.5,22755.5,0
2011-02-14 00:00:00,22889.5,23161.5,22858.5,23086.5,0
2011-02-15 00:00:00,23006.5,23072.5,22854.5,22926.5,0
2011-02-16 00:00:00,22977.5,23174.5,22783.5,23100.5,0
2011-02-17 00:00:00,23166.5,23294.5,23040.5,23294.5,0
2011-02-18 00:00:00,23293.5,23615.5,23273.5,23615.5,0
2011-02-21 00:00:00,23499.5,23565.5,23432.5,23457.5,0
2011-02-22 00:00:00,23198.5,23198.5,22920.5,22955.5,0
2011-02-23 00:00:00,22962.5,23029.5,22836.5,22944.5,0
2011-02-24 00:00:00,22864.5,23047.5,22469.5,22574.5,0
2011-02-25 00:00:00,22636.5,23039.5,22625.5,22896.5,0
2011-02-28 00:00:00,22854.5,23354.5,22778.5,23286.5,0
2011-03-01 00:00:00,23299.5,23442.5,23195.5,23370.5,0
2011-03-02 00:00:00,23084.5,23129.5,22823.5,22937.5,0
2011-03-03 00:00:00,23037.5,23287.5,22993.5,22993.5,0
2011-03-04 00:00:00,23308.5,23469.5,23302.5,23329.5,0
2011-03-07 00:00:00,23151.5,23434.5,23082.5,23318.5,0
2011-03-08 00:00:00,23279.5,23750.5,23220.5,23750.5,0
2011-03-09 00:00:00,23801.5,23899.5,23743.5,23743.5,0
2011-03-10 00:00:00,23775.5,23795.5,23514.5,23625.5,0
2011-03-11 00:00:00,23390.5,23485.5,23039.5,23192.5,0
2011-03-14 00:00:00,23109.5,23308.5,23004.5,23272.5,0
2011-03-15 00:00:00,23087.5,23111.5,22169.5,22570.5,0
2011-03-16 00:00:00,22609.5,22777.5,22497.5,22627.5,0
2011-03-17 00:00:00,22274.5,22454.5,22100.5,22173.5,0
2011-03-18 00:00:00,22386.5,22441.5,22245.5,22245.5,0
2011-03-21 00:00:00,22458.5,22673.5,22346.5,22605.5,0
2011-03-22 00:00:00,22641.5,22881.5,22612.5,22809.5,0
2011-03-23 00:00:00,22737.5,22832.5,22686.5,22797.5,0
2011-03-24 00:00:00,22893.5,23151.5,22852.5,22923.5,0
2011-03-25 00:00:00,23185.5,23195.5,23075.5,23146.5,0
2011-03-28 00:00:00,23087.5,23260.5,22919.5,23031.5,0
2011-03-29 00:00:00,22993.5,23129.5,22947.5,23023.5,0
2011-03-30 00:00:00,23215.5,23512.5,23168.5,23439.5,0
2011-03-31 00:00:00,23508.5,23594.5,23456.5,23520.5,0
2011-04-01 00:00:00,23585.5,23845.5,23476.5,23845.5,0
2011-04-04 00:00:00,23940.5,24193.5,23905.5,24193.5,0
2011-04-05 00:00:00,24184.5,24184.5,24184.5,24184.5,0
2011-04-06 00:00:00,24229.5,24336.5,24113.5,24298.5,0
2011-04-07 00:00:00,24327.5,24375.5,24210.5,24298.5,0
2011-04-08 00:00:00,24315.5,24478.5,24249.5,24436.5,0
2011-04-11 00:00:00,24410.5,24479.5,24242.5,24316.5,0
2011-04-12 00:00:00,24198.5,24199.5,23922.5,23959.5,0
2011-04-13 00:00:00,23926.5,24215.5,23850.5,24139.5,0
2011-04-14 00:00:00,23999.5,24070.5,23896.5,23999.5,0
2011-04-15 00:00:00,24090.5,24253.5,23870.5,23988.5,0
2011-04-18 00:00:00,23932.5,24156.5,23724.5,23797.5,0
2011-04-19 00:00:00,23641.5,23647.5,23418.5,23454.5,0
2011-04-20 00:00:00,23666.5,23881.5,23624.5,23881.5,0
2011-04-21 00:00:00,24066.5,24199.5,24031.5,24125.5,0
2011-04-22 00:00:00,24103.5,24103.5,24103.5,24103.5,0
2011-04-26 00:00:00,23991.5,24087.5,23815.5,23961.5,0
2011-04-27 00:00:00,24177.5,24282.5,23792.5,23836.5,0
2011-04-28 00:00:00,24050.5,24160.5,23600.5,23600.5,0
2011-04-29 00:00:00,23580.5,23664.5,23455.5,23510.5,0
2011-05-03 00:00:00,23591.5,23784.5,23390.5,23390.5,0
2011-05-04 00:00:00,23333.5,23377.5,23034.5,23071.5,0
2011-05-05 00:00:00,23053.5,23151.5,22976.5,23120.5,0
2011-05-06 00:00:00,22856.5,23052.5,22807.5,22981.5,0
2011-05-09 00:00:00,23045.5,23231.5,23034.5,23159.5,0
2011-05-10 00:00:00,23163.5,23163.5,23163.5,23163.5,0
2011-05-11 00:00:00,23307.5,23405.5,23081.5,23137.5,0
2011-05-12 00:00:00,23137.5,23137.5,22839.5,22875.5,0
2011-05-13 00:00:00,22965.5,23328.5,22814.5,23291.5,0
2011-05-16 00:00:00,22937.5,23065.5,22775.5,22775.5,0
2011-05-17 00:00:00,22757.5,22883.5,22662.5,22772.5,0
2011-05-18 00:00:00,22868.5,23039.5,22856.5,22962.5,0
2011-05-19 00:00:00,23047.5,23238.5,22985.5,23141.5,0
